0.0888
0.01
0.0708
0.0539
0
0
-0.0064
0.2531
0.057
-0.0204
0
0
0
0.0417
-0.0767
-0.0062
-0.0218
0
0
0
-0.0844
0.007
0.057
-0.0153
-0.0216
0
0
0.1272
0.0005
0.5739
0.271
-0.1105
0
0
0
0.1087
-0.0061
0.099
0.5108
0
0
0.1812
0.9272
1.3484
-0.4429
0.6787
0
0
-0.3077
-0.6
0.0268
-0.4211
0.192
0
0
-0.0591
-0.1615
0.0177
-0.002
0.0254
0
0
0
